Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/baby lift,People mover/Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",AprÃ¨s-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Sunkid Moving Carpet,Combined installation (gondola and chair),People mover,Funicular,Snow caterpillars for Cat-skiing,Cog railway,Helicopter for Heli-skiing,Ski routes,Total Skiable Distance
madonna-di-campigliopinzolofolgaridamarilleva,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/madonna-di-campigliopinzolofolgaridamarilleva/,2504.0,50.0,67.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,46.0,33.0,European Euro,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
zillertal-arena-zell-am-zillergerloskoenigsleitenhochkrimml,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/zillertal-arena-zell-am-zillergerloskoenigsleitenhochkrimml/,2500.0,49.0,87.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,59.5,47.6,26.8,European Euro,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.7
rosskopf-monte-cavallo-sterzing-vipiteno,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/rosskopf-monte-cavallo-sterzing-vipiteno/,2120.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,33.0,European Euro,3.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
schlick-2000-fulpmes,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/schlick-2000-fulpmes/,2240.0,12.0,6.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,43.0,30.1,21.9,European Euro,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
gurgl-obergurgl-hochgurgl,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/gurgl-obergurgl-hochgurgl/,3030.0,60.2,33.2,18.8,0.0,0.0,0.0,0.0,0.0,0.0,62.0,49.5,34.0,European Euro,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.2
loser-altaussee,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/loser-altaussee/,1800.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,38.5,23.0,European Euro,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
kitzsteinhornmaiskogel-kaprun,Europe,Austria,Salzburg (Salzburger Land),https://www.skiresort.info/ski-resort/kitzsteinhornmaiskogel-kaprun/,3029.0,29.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,45.0,30.0,European Euro,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
skiwelt-wilder-kaiser-brixental,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/skiwelt-wilder-kaiser-brixental/,1869.0,126.0,127.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,43.0,28.5,European Euro,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0
serfaus-fiss-ladis,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/serfaus-fiss-ladis/,2828.0,47.0,112.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,49.0,35.0,European Euro,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0
st-antonst-christophstubenlechzuerswarthschroecken-ski-arlberg,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/st-antonst-christophstubenlechzuerswarthschroecken-ski-arlberg/,2811.0,130.0,121.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,55.0,36.5,European Euro,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0
whistler-blackcomb,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/whistler-blackcomb/,2284.0,40.0,110.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,169.0,100.0,Canadian Dollar,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
st-moritz-corviglia,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/st-moritz-corviglia/,3022.0,42.0,79.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0
schladming-planaihochwurzenhauser-kaiblingreiteralm-4-berge-skischaukel,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/schladming-planaihochwurzenhauser-kaiblingreiteralm-4-berge-skischaukel/,2015.0,46.4,68.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,60.5,45.5,30.5,European Euro,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.99999999999999
tignesval-disere,Europe,France,Auvergne-RhÃ´ne-Alpes,https://www.skiresort.info/ski-resort/tignesval-disere/,3456.0,170.0,78.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,51.0,European Euro,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
les-3-vallees-val-thorensles-menuiresmeribelcourchevel,Europe,France,Auvergne-RhÃ´ne-Alpes,https://www.skiresort.info/ski-resort/les-3-vallees-val-thorensles-menuiresmeribelcourchevel/,3230.0,312.0,216.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,52.8,European Euro,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
mayrhofen-penkenahornrastkogeleggalm,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/mayrhofen-penkenahornrastkogeleggalm/,2500.0,44.0,66.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,47.5,26.5,European Euro,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0
vail,North America,USA,Colorado,https://www.skiresort.info/ski-resort/vail/,3433.0,57.0,84.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,165.0,US Dollar,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0
hochkoenig-maria-almdientenmuehlbach,Europe,Austria,Salzburg (Salzburger Land),https://www.skiresort.info/ski-resort/hochkoenig-maria-almdientenmuehlbach/,1900.0,52.0,41.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,45.5,30.5,European Euro,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
zermattbreuil-cerviniavaltournenche-matterhorn,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/zermattbreuil-cerviniavaltournenche-matterhorn/,3899.0,75.0,220.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,84.0,49.0,Swiss Franc,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
telluride,North America,USA,Colorado,https://www.skiresort.info/ski-resort/telluride/,3815.0,6.7,51.7,29.8,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,119.0,US Dollar,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2
beaver-creek,North America,USA,Colorado,https://www.skiresort.info/ski-resort/beaver-creek/,3488.0,28.5,64.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,165.0,US Dollar,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
laaxflimsfalera,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/laaxflimsfalera/,3018.0,88.0,81.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,60.5,31.5,Swiss Franc,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
kronplatz-plan-de-corones,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/kronplatz-plan-de-corones/,2275.0,52.0,42.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,44.0,0.0,European Euro,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
snow-space-salzburg-flachauwagrainst-johann-alpendorf,Europe,Austria,Salzburg (Salzburger Land),https://www.skiresort.info/ski-resort/snow-space-salzburg-flachauwagrainst-johann-alpendorf/,1980.0,34.0,82.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,46.0,30.5,European Euro,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.1
grandvalira-pas-de-la-casagrau-roigsoldeuel-tartercanilloencamp,Europe,Andorra,0,https://www.skiresort.info/ski-resort/grandvalira-pas-de-la-casagrau-roigsoldeuel-tartercanilloencamp/,2640.0,100.0,77.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,50.0,38.0,European Euro,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
snowmass,North America,USA,Colorado,https://www.skiresort.info/ski-resort/snowmass/,3813.0,12.0,114.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,146.0,146.0,US Dollar,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0
schmittenhoehe-zell-am-see,Europe,Austria,Salzburg (Salzburger Land),https://www.skiresort.info/ski-resort/schmittenhoehe-zell-am-see/,2000.0,30.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,45.0,30.0,European Euro,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
mammoth-mountain,North America,USA,California,https://www.skiresort.info/ski-resort/mammoth-mountain/,3369.0,18.4,48.5,22.9,0.0,0.0,0.0,0.0,0.0,0.0,209.0,171.0,94.0,US Dollar,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.80000000000001
bad-gasteinbad-hofgastein-schlossalmangertalstubnerkogel,Europe,Austria,Salzburg (Salzburger Land),https://www.skiresort.info/ski-resort/bad-gasteinbad-hofgastein-schlossalmangertalstubnerkogel/,2300.0,30.8,49.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,63.5,49.0,32.0,European Euro,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69999999999999
adelbodenlenk-chuenisbaerglisillerenhahnenmoosmetsch,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/adelbodenlenk-chuenisbaerglisillerenhahnenmoosmetsch/,2200.0,46.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,49.0,28.0,Swiss Franc,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
andermattoberalpsedrun,Europe,Switzerland,Central Switzerland,https://www.skiresort.info/ski-resort/andermattoberalpsedrun/,2600.0,18.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,52.0,47.0,Swiss Franc,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
niseko-united-annupurigrand-hirafuhanazononiseko-village,Asia,Japan,Hokkaido,https://www.skiresort.info/ski-resort/niseko-united-annupurigrand-hirafuhanazononiseko-village/,1188.0,22.4,18.2,10.2,0.0,0.0,0.0,0.0,0.0,0.0,8100.0,6500.0,4900.0,Japanese Yen,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8
la-plagne-paradiski,Europe,France,Auvergne-RhÃ´ne-Alpes,https://www.skiresort.info/ski-resort/la-plagne-paradiski/,3167.0,139.0,59.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,46.0,European Euro,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
serre-chevalier-brianconchantemerlevilleneuve-la-sallele-monetier-les-bains,Europe,France,Provence-Alpes-CÃ´te dâAzur,https://www.skiresort.info/ski-resort/serre-chevalier-brianconchantemerlevilleneuve-la-sallele-monetier-les-bains/,2800.0,138.0,80.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,43.4,European Euro,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.5
sun-peaks,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/sun-peaks/,2082.0,13.5,78.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,139.0,111.0,70.0,Canadian Dollar,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
alpe-di-siusi-seiser-alm,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/alpe-di-siusi-seiser-alm/,2220.0,15.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,43.0,43.0,European Euro,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
4-vallees-verbierla-tzoumaznendazveysonnazthyon,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/4-vallees-verbierla-tzoumaznendazveysonnazthyon/,3330.0,107.0,202.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,67.0,40.0,Swiss Franc,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0
breckenridge,North America,USA,Colorado,https://www.skiresort.info/ski-resort/breckenridge/,3914.0,28.0,60.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,142.0,US Dollar,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
keystone,North America,USA,Colorado,https://www.skiresort.info/ski-resort/keystone/,3651.0,25.0,65.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,110.0,US Dollar,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
tremblant,North America,Canada,Quebec,https://www.skiresort.info/ski-resort/tremblant/,875.0,21.6,24.5,35.8,0.0,0.0,0.0,0.0,0.0,0.0,129.0,85.0,72.0,Canadian Dollar,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9
lake-louise,North America,Canada,Alberta,https://www.skiresort.info/ski-resort/lake-louise/,2637.0,35.0,62.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,109.0,49.0,Canadian Dollar,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
3-zinnen-dolomites-helmstiergartenrotwandkreuzbergpass,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/3-zinnen-dolomites-helmstiergartenrotwandkreuzbergpass/,2200.0,40.4,37.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,61.0,42.5,0.0,European Euro,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4
les-portes-du-soleil-morzineavoriazles-getschatelmorginschampery,Europe,Switzerland,Lemanic Region,https://www.skiresort.info/ski-resort/les-portes-du-soleil-morzineavoriazles-getschatelmorginschampery/,2254.0,310.0,210.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,53.0,44.0,European Euro,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0
alta-badia,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/alta-badia/,2550.0,70.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,43.0,0.0,European Euro,5.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0
katschberg,Europe,Austria,Carinthia (KÃ¤rnten),https://www.skiresort.info/ski-resort/katschberg/,2220.0,10.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,38.0,25.5,European Euro,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
la-molinamasella-alp2500,Europe,Spain,Catalonia (Catalunya),https://www.skiresort.info/ski-resort/la-molinamasella-alp2500/,2537.0,80.0,47.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,44.5,41.0,European Euro,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0
les-2-alpes,Europe,France,Auvergne-RhÃ´ne-Alpes,https://www.skiresort.info/ski-resort/les-2-alpes/,3523.0,110.0,56.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,43.5,European Euro,5.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
palisades-tahoe,North America,USA,Western United States,https://www.skiresort.info/ski-resort/palisades-tahoe/,2745.0,25.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,206.0,160.0,US Dollar,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
big-white,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/big-white/,2285.0,18.9,56.7,29.4,0.0,0.0,0.0,0.0,0.0,0.0,164.0,149.0,124.0,Canadian Dollar,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
livigno,Europe,Italy,Lombardy,https://www.skiresort.info/ski-resort/livigno/,2798.0,30.0,65.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,26.0,European Euro,4.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
titlis-engelberg,Europe,Switzerland,Central Switzerland,https://www.skiresort.info/ski-resort/titlis-engelberg/,3020.0,18.0,42.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
sunday-river,North America,USA,Maine,https://www.skiresort.info/ski-resort/sunday-river/,957.0,25.5,30.5,28.8,0.0,0.0,0.0,0.0,0.0,0.0,139.0,99.0,85.0,US Dollar,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8
parsenn-davos-klosters,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/parsenn-davos-klosters/,2844.0,17.3,60.5,17.7,0.0,0.0,0.0,0.0,0.0,0.0,75.0,53.0,30.0,Swiss Franc,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5
belvederecol-rodellaciampacbuffaure-canazeicampitelloalbapozza-di-fassa,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/belvederecol-rodellaciampacbuffaure-canazeicampitelloalbapozza-di-fassa/,2485.0,7.3,40.7,7.2,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,41.0,European Euro,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2
mont-sainte-anne,North America,Canada,Quebec,https://www.skiresort.info/ski-resort/mont-sainte-anne/,800.0,15.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,73.0,51.0,Canadian Dollar,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
passo-san-pellegrinofalcade,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/passo-san-pellegrinofalcade/,2513.0,20.5,38.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,55.0,38.5,0.0,European Euro,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5
